"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Mar 28 13:44:46 GMT 2022","Mon Mar 28 13:45:04 GMT 2022","18494","","test_kapcsolat","","","","test_tc01_fill_form",""
